plan_id,status,px_per_m,overall_width_m,overall_depth_m,internal_area_m2,room_code,room_name,room_width_m,room_depth_m,room_area_m2,is_rectangular,outdoor
5011,ok,100.025,13.1,10.01,94.53,ULKOTILA,Outdoor,2.04,4.15,8.43,True,True
5011,ok,100.025,13.1,10.01,94.53,UNDEFINED,UNDEFINED,3.18,5.31,11.26,False,False
5011,ok,100.025,13.1,10.01,94.53,UNDEFINED,UNDEFINED,4.95,2.49,12.14,True,False
5011,ok,100.025,13.1,10.01,94.53,UNDEFINED,UNDEFINED,7.1,4.14,29.36,True,False
5011,ok,100.025,13.1,10.01,94.53,UNDEFINED,UNDEFINED,4.02,3.38,13.59,True,False
5011,ok,100.025,13.1,10.01,94.53,UNDEFINED,UNDEFINED,4.02,3.14,12.6,True,False
5011,ok,100.025,13.1,10.01,94.53,UNDEFINED,UNDEFINED,4.02,2.64,10.6,True,False
5011,ok,100.025,13.1,10.01,94.53,UNDEFINED,UNDEFINED,1.54,1.98,3.05,True,False
5011,ok,100.025,13.1,10.01,94.53,UNDEFINED,UNDEFINED,1.54,1.24,1.92,True,False
5012,ok,100.015,35.94,22.46,256.33,ASK,ASK,3.2,4.46,14.24,True,False
5012,ok,100.015,35.94,22.46,256.33,VARASTO,VARASTO,3.31,7.72,25.5,True,False
5012,ok,100.015,35.94,22.46,256.33,UNDEFINED,UNDEFINED,5.57,2.96,16.47,True,False
5012,ok,100.015,35.94,22.46,256.33,AUTOTALLI,Garage,4.45,4.46,19.84,True,False
5012,ok,100.015,35.94,22.46,256.33,UNDEFINED,UNDEFINED,2.08,2.88,6.0,True,False
5012,ok,100.015,35.94,22.46,256.33,ULKOTILA,Outdoor,1.47,1.21,1.77,True,True
5012,ok,100.015,35.94,22.46,256.33,RT,RT,2.88,3.9,11.23,True,False
5012,ok,100.015,35.94,22.46,256.33,KEITTIÖ,KEITTIÖ,3.08,3.74,10.29,False,False
5012,ok,100.015,35.94,22.46,256.33,OH,Living room,5.73,3.79,21.74,True,False
5012,ok,100.015,35.94,22.46,256.33,ET,Entrance hall,2.43,6.73,15.47,False,False
5012,ok,100.015,35.94,22.46,256.33,MH,Bedroom,3.47,3.78,13.12,True,False
5012,ok,100.015,35.94,22.46,256.33,UNDEFINED,UNDEFINED,0.17,1.82,0.31,True,False
5012,ok,100.015,35.94,22.46,256.33,WC,Toilet,3.49,1.82,6.36,True,False
5012,ok,100.015,35.94,22.46,256.33,PH,PH,3.47,1.75,6.07,True,False
5012,ok,100.015,35.94,22.46,256.33,TK,Utility,2.06,0.83,1.71,True,False
5012,ok,100.015,35.94,22.46,256.33,TERASSI,TERASSI,4.73,8.09,37.45,False,True
5012,ok,100.015,35.94,22.46,256.33,PARVEKE,Balcony,2.04,7.79,15.87,True,True
5012,ok,100.015,35.94,22.46,256.33,MH,Bedroom,3.56,3.68,13.28,False,False
5012,ok,100.015,35.94,22.46,256.33,VH,Walk-in closet,2.16,3.68,7.94,True,False
5012,ok,100.015,35.94,22.46,256.33,H,H,5.95,3.95,23.46,True,False
5012,ok,100.015,35.94,22.46,256.33,UNDEFINED,UNDEFINED,2.16,5.49,11.74,True,False
5012,ok,100.015,35.94,22.46,256.33,MH,Bedroom,3.48,3.94,12.63,False,False
5012,ok,100.015,35.94,22.46,256.33,MH,Bedroom,3.48,4.48,14.47,False,False
5012,ok,100.015,35.94,22.46,256.33,KH,Utility room,2.07,2.14,4.44,True,False
5014,ok,99.987,10.15,7.77,37.33,UNDEFINED,UNDEFINED,1.98,1.99,3.95,True,False
5014,ok,99.987,10.15,7.77,37.33,PESUH,PESUH,2.53,2.0,5.03,True,False
5014,ok,99.987,10.15,7.77,37.33,KUISTI,KUISTI,6.37,2.32,14.77,True,True
5014,ok,99.987,10.15,7.77,37.33,TUPA,TUPA,4.09,4.29,15.85,False,False
5014,ok,99.987,10.15,7.77,37.33,KK,KK,2.07,2.01,4.16,True,False
5014,ok,99.987,10.15,7.77,37.33,MH,Bedroom,4.15,2.01,8.33,True,False
5024,ok,100.015,13.82,7.77,64.66,PARVEKE,Balcony,1.59,3.86,6.14,True,True
5024,ok,100.015,13.82,7.77,64.66,OH,Living room,6.64,3.86,25.65,True,False
5024,ok,100.015,13.82,7.77,64.66,UNDEFINED,UNDEFINED,3.38,3.51,7.15,False,False
5024,ok,100.015,13.82,7.77,64.66,MH,Bedroom,4.83,3.87,18.66,True,False
5024,ok,100.015,13.82,7.77,64.66,K,Kitchen,3.01,3.26,9.82,True,False
5024,ok,100.015,13.82,7.77,64.66,KH,Utility room,1.71,1.98,3.38,True,False
5026,ok,100.05,6.87,10.05,46.28,ULKOTILA,Outdoor,1.29,1.09,1.4,True,True
5026,ok,100.05,6.87,10.05,46.28,VH,Walk-in closet,1.39,0.93,1.2,False,False
5026,ok,100.05,6.87,10.05,46.28,UNDEFINED,UNDEFINED,1.46,1.85,2.71,True,False
5026,ok,100.05,6.87,10.05,46.28,KH,Utility room,1.44,3.42,4.72,False,False
5026,ok,100.05,6.87,10.05,46.28,MH,Bedroom,3.37,2.65,9.5,False,False
5026,ok,100.05,6.87,10.05,46.28,OH,Living room,3.68,4.63,17.02,True,False
5026,ok,100.05,6.87,10.05,46.28,K,Kitchen,2.81,2.36,5.93,False,False
5026,ok,100.05,6.87,10.05,46.28,ET,Entrance hall,1.99,3.4,5.21,False,False
5042,ok,100.009,12.01,13.07,92.45,LASIKUISTI,LASIKUISTI,4.53,3.43,15.53,True,True
5042,ok,100.009,12.01,13.07,92.45,K,Kitchen,2.45,4.52,10.99,True,False
5042,ok,100.009,12.01,13.07,92.45,RUOK,Dining,2.56,4.52,11.55,True,False
5042,ok,100.009,12.01,13.07,92.45,OH,Living room,6.21,3.92,18.69,False,False
5042,ok,100.009,12.01,13.07,92.45,ET,Entrance hall,1.74,2.83,4.93,True,False
5042,ok,100.009,12.01,13.07,92.45,PATIO,Patio,6.76,3.6,19.72,False,True
5042,ok,100.009,12.01,13.07,92.45,MH,Bedroom,3.92,4.56,17.9,True,False
5042,ok,100.009,12.01,13.07,92.45,MH,Bedroom,2.72,3.71,10.08,True,False
5042,ok,100.009,12.01,13.07,92.45,KHH,KHH,1.85,2.51,4.65,True,False
5042,ok,100.009,12.01,13.07,92.45,VAR,Storage,2.62,1.38,3.62,True,False
5042,ok,100.009,12.01,13.07,92.45,PH,PH,1.85,2.15,3.98,True,False
5042,ok,100.009,12.01,13.07,92.45,UNDEFINED,UNDEFINED,1.85,1.71,3.16,True,False
5042,ok,100.009,12.01,13.07,92.45,UNDEFINED,UNDEFINED,1.85,1.57,2.9,True,False
5043,ok,100.09,7.95,15.6,51.78,ULKOTILA,Outdoor,1.19,1.04,1.24,True,True
5043,ok,100.09,7.95,15.6,51.78,RT,RT,2.31,1.85,4.2,True,False
5043,ok,100.09,7.95,15.6,51.78,K,Kitchen,2.22,2.72,5.63,False,False
5043,ok,100.09,7.95,15.6,51.78,OH,Living room,3.99,3.86,15.35,True,False
5043,ok,100.09,7.95,15.6,51.78,ULKOTILA,Outdoor,2.96,1.7,5.04,True,True
5043,ok,100.09,7.95,15.6,51.78,MH,Bedroom,2.7,3.95,10.63,True,False
5043,ok,100.09,7.95,15.6,51.78,ET,Entrance hall,1.71,2.99,5.11,True,False
5043,ok,100.09,7.95,15.6,51.78,VAR,Storage,1.93,2.15,4.15,True,False
5043,ok,100.09,7.95,15.6,51.78,KPH,Bathroom,1.67,1.69,2.83,True,False
5043,ok,100.09,7.95,15.6,51.78,UNDEFINED,UNDEFINED,1.67,1.44,2.41,True,False
5043,ok,100.09,7.95,15.6,51.78,TK,Utility,1.71,0.86,1.48,True,False
5060,ok,99.957,11.89,10.55,65.62,PARVEKE,Balcony,2.59,2.81,7.27,True,True
5060,ok,99.957,11.89,10.55,65.62,K,Kitchen,2.68,4.65,12.35,True,False
5060,ok,99.957,11.89,10.55,65.62,OH,Living room,4.53,4.65,17.44,False,False
5060,ok,99.957,11.89,10.55,65.62,ET,Entrance hall,3.03,3.26,7.13,False,False
5060,ok,99.957,11.89,10.55,65.62,MH,Bedroom,4.23,2.97,11.89,False,False
5060,ok,99.957,11.89,10.55,65.62,MH,Bedroom,2.93,3.23,9.21,False,False
5060,ok,99.957,11.89,10.55,65.62,PH,PH,2.88,1.85,5.32,True,False
5060,ok,99.957,11.89,10.55,65.62,UNDEFINED,UNDEFINED,1.34,1.71,2.29,True,False
5069,ok,99.998,13.36,9.29,71.4,VH,Walk-in closet,1.85,1.35,2.5,True,False
5069,ok,99.998,13.36,9.29,71.4,WC,Toilet,1.48,1.35,1.69,False,False
5069,ok,99.998,13.36,9.29,71.4,K,Kitchen,3.45,4.07,13.61,False,False
5069,ok,99.998,13.36,9.29,71.4,KPH,Bathroom,2.95,2.88,5.36,False,False
5069,ok,99.998,13.36,9.29,71.4,Undefined,Undefined,1.73,1.61,2.57,False,False
5069,ok,99.998,13.36,9.29,71.4,PARVEKE,Balcony,2.51,4.09,10.25,True,True
5069,ok,99.998,13.36,9.29,71.4,MH,Bedroom,3.45,3.36,11.57,True,False
5069,ok,99.998,13.36,9.29,71.4,OH,Living room,5.2,4.08,21.2,False,False
5069,ok,99.998,13.36,9.29,71.4,ET,Entrance hall,2.14,6.02,12.9,True,False
5073,ok,100.084,11.09,10.15,73.73,UNDEFINED,UNDEFINED,2.3,1.2,2.75,True,False
5073,ok,100.084,11.09,10.15,73.73,ET,Entrance hall,2.29,1.96,4.48,True,False
5073,ok,100.084,11.09,10.15,73.73,OH,Living room,4.32,4.02,17.34,True,False
5073,ok,100.084,11.09,10.15,73.73,MH,Bedroom,5.8,4.02,23.18,True,False
5073,ok,100.084,11.09,10.15,73.73,K,Kitchen,4.31,3.59,15.06,False,False
5073,ok,100.084,11.09,10.15,73.73,KUISTI,KUISTI,5.06,1.82,9.47,False,True
5073,ok,100.084,11.09,10.15,73.73,MH,Bedroom,3.35,3.28,10.92,True,False
5078,ok,100.136,10.03,14.09,92.35,ULKOTILA,Outdoor,1.38,3.4,4.69,True,True
5078,ok,100.136,10.03,14.09,92.35,UNDEFINED,UNDEFINED,0.9,1.83,1.13,False,False
5078,ok,100.136,10.03,14.09,92.35,UNDEFINED,UNDEFINED,1.17,1.83,2.15,True,False
5078,ok,100.136,10.03,14.09,92.35,UNDEFINED,UNDEFINED,3.7,3.41,12.66,True,False
5078,ok,100.136,10.03,14.09,92.35,H,H,3.83,3.41,13.01,True,False
5078,ok,100.136,10.03,14.09,92.35,K,Kitchen,2.17,2.99,6.02,False,False
5078,ok,100.136,10.03,14.09,92.35,ET,Entrance hall,1.81,6.66,11.5,False,False
5078,ok,100.136,10.03,14.09,92.35,H,H,5.16,2.79,13.36,False,False
5078,ok,100.136,10.03,14.09,92.35,H,H,4.64,3.46,15.42,False,False
5078,ok,100.136,10.03,14.09,92.35,H,H,5.06,2.75,13.89,True,False
5078,ok,100.136,10.03,14.09,92.35,KPH,Bathroom,2.07,1.55,3.21,True,False
5080,ok,99.995,11.93,7.93,60.77,OH,Living room,4.3,5.12,22.01,True,False
5080,ok,99.995,11.93,7.93,60.77,ET,Entrance hall,3.89,1.83,5.82,False,False
5080,ok,99.995,11.93,7.93,60.77,ULKOTILA,Outdoor,1.29,5.19,6.68,True,True
5080,ok,99.995,11.93,7.93,60.77,MH,Bedroom,2.86,3.83,10.95,True,False
5080,ok,99.995,11.93,7.93,60.77,K,Kitchen,4.29,1.95,8.37,True,False
5080,ok,99.995,11.93,7.93,60.77,MH,Bedroom,2.46,3.83,9.43,True,False
5080,ok,99.995,11.93,7.93,60.77,KPH,Bathroom,1.49,1.95,2.9,True,False
5080,ok,99.995,11.93,7.93,60.77,UNDEFINED,UNDEFINED,0.92,1.4,1.3,True,False
5084,estimated,100.0,9.29,12.35,83.97,UNDEFINED,UNDEFINED,3.71,10.29,27.84,False,False
5084,estimated,100.0,9.29,12.35,83.97,UNDEFINED,UNDEFINED,4.08,3.61,13.75,False,False
5084,estimated,100.0,9.29,12.35,83.97,UNDEFINED,UNDEFINED,4.08,3.05,10.94,False,False
5084,estimated,100.0,9.29,12.35,83.97,UNDEFINED,UNDEFINED,4.08,2.81,10.22,False,False
5084,estimated,100.0,9.29,12.35,83.97,UNDEFINED,UNDEFINED,4.08,2.73,9.16,False,False
5084,estimated,100.0,9.29,12.35,83.97,UNDEFINED,UNDEFINED,3.69,0.94,3.48,True,False
5084,estimated,100.0,9.29,12.35,83.97,UNDEFINED,UNDEFINED,2.12,2.26,4.37,False,False
5084,estimated,100.0,9.29,12.35,83.97,UNDEFINED,UNDEFINED,2.12,1.05,2.22,True,False
5084,estimated,100.0,9.29,12.35,83.97,UNDEFINED,UNDEFINED,1.93,1.03,1.98,True,False
5093,ok,100.027,23.6,12.18,187.93,ULKOTILA,Outdoor,1.3,0.73,0.94,True,True
5093,ok,100.027,23.6,12.18,187.93,ULKOTILA,Outdoor,2.46,1.28,3.15,True,True
5093,ok,100.027,23.6,12.18,187.93,UNDEFINED,UNDEFINED,4.54,7.98,36.25,True,False
5093,ok,100.027,23.6,12.18,187.93,H,H,7.04,3.94,27.73,True,False
5093,ok,100.027,23.6,12.18,187.93,KÄYTÄVÄ,KÄYTÄVÄ,7.04,1.57,11.04,True,False
5093,ok,100.027,23.6,12.18,187.93,KEITTIÖ,KEITTIÖ,5.19,3.85,17.73,False,False
5093,ok,100.027,23.6,12.18,187.93,H,H,5.19,3.82,19.86,True,False
5093,ok,100.027,23.6,12.18,187.93,H,H,5.08,3.91,19.84,True,False
5093,ok,100.027,23.6,12.18,187.93,H,H,5.08,3.83,19.43,True,False
5093,ok,100.027,23.6,12.18,187.93,ET,Entrance hall,3.31,4.21,10.95,False,False
5093,ok,100.027,23.6,12.18,187.93,UNDEFINED,UNDEFINED,2.44,3.12,7.71,False,False
5093,ok,100.027,23.6,12.18,187.93,UNDEFINED,UNDEFINED,2.59,2.26,4.03,False,False
5093,ok,100.027,23.6,12.18,187.93,WC,Toilet,2.59,2.05,5.33,True,False
5093,ok,100.027,23.6,12.18,187.93,TK,Utility,1.65,1.12,1.86,True,False
5093,ok,100.027,23.6,12.18,187.93,UNDEFINED,UNDEFINED,1.45,0.97,1.4,True,False
5093,ok,100.027,23.6,12.18,187.93,WC,Toilet,1.29,0.93,1.21,True,False
5093,ok,100.027,23.6,12.18,187.93,WC,Toilet,1.22,0.93,1.14,True,False
5093,ok,100.027,23.6,12.18,187.93,UNDEFINED,UNDEFINED,0.82,1.25,1.03,True,False
5093,ok,100.027,23.6,12.18,187.93,TK,Utility,0.98,0.54,0.53,True,False
5093,ok,100.027,23.6,12.18,187.93,UNDEFINED,UNDEFINED,0.84,0.54,0.45,True,False
5093,ok,100.027,23.6,12.18,187.93,UNDEFINED,UNDEFINED,0.79,0.54,0.42,True,False
5094,ok,99.999,11.03,10.32,74.29,VH,Walk-in closet,1.3,1.84,2.39,True,False
5094,ok,99.999,11.03,10.32,74.29,UNDEFINED,UNDEFINED,1.53,2.04,3.12,True,False
5094,ok,99.999,11.03,10.32,74.29,KPH,Bathroom,1.53,2.37,3.63,True,False
5094,ok,99.999,11.03,10.32,74.29,MH,Bedroom,5.11,3.33,17.01,True,False
5094,ok,99.999,11.03,10.32,74.29,K,Kitchen,3.37,6.39,21.56,True,False
5094,ok,99.999,11.03,10.32,74.29,OH,Living room,5.33,5.57,26.59,False,False
5105,ok,100.072,12.44,12.57,81.05,ULKOTILA,Outdoor,0.85,1.14,0.97,True,True
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,2.1,2.14,4.49,True,False
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,2.12,2.1,4.25,False,False
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,3.17,3.73,9.96,False,False
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,0.04,2.14,0.08,False,False
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,5.28,3.37,17.76,True,False
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,0.14,1.2,0.17,True,False
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,1.98,2.52,4.99,True,False
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,1.4,0.86,1.21,True,False
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,0.85,0.86,0.73,True,False
5105,ok,100.072,12.44,12.57,81.05,ULKOTILA,Outdoor,3.12,1.76,5.5,True,True
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,2.17,4.29,9.3,True,False
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,2.99,3.36,10.02,True,False
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,2.99,2.12,6.34,True,False
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,2.99,1.87,5.57,True,False
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,2.17,1.48,3.1,False,False
5105,ok,100.072,12.44,12.57,81.05,UNDEFINED,UNDEFINED,2.05,1.5,3.08,True,False
5110,ok,99.982,21.66,18.43,172.07,WC,Toilet,1.2,1.61,1.93,True,False
5110,ok,99.982,21.66,18.43,172.07,KATT.H,KATT.H,2.15,1.51,3.24,True,False
5110,ok,99.982,21.66,18.43,172.07,VH,Walk-in closet,2.46,1.29,3.18,True,False
5110,ok,99.982,21.66,18.43,172.07,UNDEFINED,UNDEFINED,2.42,1.91,4.63,True,False
5110,ok,99.982,21.66,18.43,172.07,PESUH,PESUH,2.42,2.15,5.2,True,False
5110,ok,99.982,21.66,18.43,172.07,TK,Utility,3.57,1.41,5.05,True,False
5110,ok,99.982,21.66,18.43,172.07,KHH,KHH,3.29,3.53,9.38,False,False
5110,ok,99.982,21.66,18.43,172.07,MH,Bedroom,4.24,3.17,13.44,True,False
5110,ok,99.982,21.66,18.43,172.07,VARASTO,VARASTO,5.86,1.66,9.71,True,False
5110,ok,99.982,21.66,18.43,172.07,VAR,Storage,5.86,3.3,19.35,True,False
5110,ok,99.982,21.66,18.43,172.07,UNDEFINED,UNDEFINED,0.15,0.61,0.09,True,False
5110,ok,99.982,21.66,18.43,172.07,MH,Bedroom,4.19,3.32,13.0,False,False
5110,ok,99.982,21.66,18.43,172.07,MH,Bedroom,4.29,3.32,12.93,False,False
5110,ok,99.982,21.66,18.43,172.07,ET,Entrance hall,5.35,3.05,10.82,False,False
5110,ok,99.982,21.66,18.43,172.07,OH,Living room,7.4,4.94,36.77,True,False
5110,ok,99.982,21.66,18.43,172.07,KEITTIÖ,KEITTIÖ,7.42,3.15,23.35,True,False
5110,ok,99.982,21.66,18.43,172.07,ULKOTILA,Outdoor,1.95,1.62,3.16,True,True
5129,ok,100.11,15.65,13.04,68.13,ET,Entrance hall,5.15,5.61,9.07,False,False
5129,ok,100.11,15.65,13.04,68.13,UNDEFINED,UNDEFINED,1.31,2.18,2.84,True,False
5129,ok,100.11,15.65,13.04,68.13,KH,Utility room,2.24,2.18,4.6,False,False
5129,ok,100.11,15.65,13.04,68.13,MH,Bedroom,2.81,3.56,10.01,True,False
5129,ok,100.11,15.65,13.04,68.13,MH,Bedroom,3.57,3.21,11.06,False,False
5129,ok,100.11,15.65,13.04,68.13,KEITTIÖ,KEITTIÖ,3.66,3.15,11.51,True,False
5129,ok,100.11,15.65,13.04,68.13,OH,Living room,8.79,3.51,19.04,False,False
5129,ok,100.11,15.65,13.04,68.13,PARVEKE,Balcony,2.96,2.55,7.54,True,True
5129,ok,100.11,15.65,13.04,68.13,PARVEKE,Balcony,1.79,5.01,8.97,True,True
5133,estimated,100.0,9.43,5.36,28.13,TUPAK,TUPAK,4.95,3.25,17.66,False,False
5133,estimated,100.0,9.43,5.36,28.13,ET,Entrance hall,3.0,2.37,5.98,False,False
5133,estimated,100.0,9.43,5.36,28.13,WC,Toilet,2.89,1.92,4.49,False,False
5140,ok,100.0,7.01,7.4,38.22,K,Kitchen,2.3,4.06,8.74,False,False
5140,ok,100.0,7.01,7.4,38.22,UNDEFINED,UNDEFINED,1.57,2.24,3.52,True,False
5140,ok,100.0,7.01,7.4,38.22,H,H,3.69,6.96,21.96,False,False
5140,ok,100.0,7.01,7.4,38.22,KPH,Bathroom,1.18,2.24,2.6,True,False
5140,ok,100.0,7.01,7.4,38.22,UNDEFINED,UNDEFINED,1.3,0.64,0.83,True,False
5140,ok,100.0,7.01,7.4,38.22,UNDEFINED,UNDEFINED,0.48,1.18,0.57,True,False
5140,ok,100.0,7.01,7.4,38.22,ULKOTILA,Outdoor,2.22,1.31,2.91,True,True
5155,ok,100.174,13.96,6.55,60.96,TERASSI,TERASSI,2.01,3.57,7.16,True,True
5155,ok,100.174,13.96,6.55,60.96,ET,Entrance hall,1.95,2.94,5.52,False,False
5155,ok,100.174,13.96,6.55,60.96,OH,Living room,5.58,3.45,19.67,False,False
5155,ok,100.174,13.96,6.55,60.96,K,Kitchen,3.4,2.32,7.36,False,False
5155,ok,100.174,13.96,6.55,60.96,RT,RT,2.19,2.32,5.05,True,False
5155,ok,100.174,13.96,6.55,60.96,ULKOTILA,Outdoor,1.88,0.92,1.72,True,True
5155,ok,100.174,13.96,6.55,60.96,UNDEFINED,UNDEFINED,2.54,0.12,0.39,False,False
5155,ok,100.174,13.96,6.55,60.96,MH,Bedroom,4.32,2.96,12.76,True,False
5155,ok,100.174,13.96,6.55,60.96,PSH,Shower room,2.66,1.74,4.63,True,False
5155,ok,100.174,13.96,6.55,60.96,UNDEFINED,UNDEFINED,1.52,1.74,2.64,True,False
5155,ok,100.174,13.96,6.55,60.96,UNDEFINED,UNDEFINED,1.81,0.95,1.72,True,False
5155,ok,100.174,13.96,6.55,60.96,TK,Utility,1.81,0.67,1.22,True,False
5509,ok,99.958,21.87,20.06,151.8,TERASSI,TERASSI,6.96,9.11,25.62,False,True
5509,ok,99.958,21.87,20.06,151.8,ULKOTILA,Outdoor,0.63,1.93,1.21,True,True
5509,ok,99.958,21.87,20.06,151.8,OH,Living room,7.43,8.63,30.96,False,False
5509,ok,99.958,21.87,20.06,151.8,K+RUOK,K+RUOK,3.61,3.83,12.42,False,False
5509,ok,99.958,21.87,20.06,151.8,ET,Entrance hall,3.78,2.35,6.79,False,False
5509,ok,99.958,21.87,20.06,151.8,KHH,KHH,2.48,4.06,8.96,False,False
5509,ok,99.958,21.87,20.06,151.8,VIERASHUONE,VIERASHUONE,2.75,3.06,8.43,True,False
5509,ok,99.958,21.87,20.06,151.8,KUISTI,KUISTI,1.92,3.5,6.74,True,True
5509,ok,99.958,21.87,20.06,151.8,TEKN,TEKN,3.35,1.93,6.47,True,False
5509,ok,99.958,21.87,20.06,151.8,UNDEFINED,UNDEFINED,2.61,1.54,3.77,False,False
5509,ok,99.958,21.87,20.06,151.8,PH,PH,1.89,1.72,3.26,True,False
5509,ok,99.958,21.87,20.06,151.8,WC,Toilet,1.84,1.26,2.11,False,False
5509,ok,99.958,21.87,20.06,151.8,PARVEKE,Balcony,3.4,1.84,6.26,True,True
5509,ok,99.958,21.87,20.06,151.8,PARVEKE,Balcony,1.9,3.73,7.08,True,True
5509,ok,99.958,21.87,20.06,151.8,AULA,AULA,7.45,3.44,19.93,False,False
5509,ok,99.958,21.87,20.06,151.8,MH,Bedroom,5.29,2.99,15.81,True,False
5509,ok,99.958,21.87,20.06,151.8,MH,Bedroom,3.7,2.99,11.07,True,False
5509,ok,99.958,21.87,20.06,151.8,MH,Bedroom,3.63,2.99,10.86,True,False
5509,ok,99.958,21.87,20.06,151.8,KPH,Bathroom,3.37,1.47,4.96,True,False
5509,ok,99.958,21.87,20.06,151.8,VH,Walk-in closet,2.01,2.99,6.0,True,False
5514,ok,100.091,18.11,14.43,76.64,ULKOTILA,Outdoor,1.73,3.23,5.59,True,True
5514,ok,100.091,18.11,14.43,76.64,UNDEFINED,UNDEFINED,4.99,3.34,11.88,False,False
5514,ok,100.091,18.11,14.43,76.64,OH,Living room,6.87,3.36,19.19,False,False
5514,ok,100.091,18.11,14.43,76.64,KEITTIÖ,KEITTIÖ,4.9,3.33,9.44,False,False
5514,ok,100.091,18.11,14.43,76.64,MH,Bedroom,4.75,3.38,16.01,True,False
5514,ok,100.091,18.11,14.43,76.64,MH,Bedroom,4.0,3.37,13.47,True,False
5514,ok,100.091,18.11,14.43,76.64,VH,Walk-in closet,1.69,2.12,3.43,False,False
5514,ok,100.091,18.11,14.43,76.64,UNDEFINED,UNDEFINED,1.5,2.14,3.21,True,False
5519,ok,100.014,14.11,10.53,80.56,ULKOTILA,Outdoor,4.02,1.36,5.46,True,True
5519,ok,100.014,14.11,10.53,80.56,K,Kitchen,2.4,3.86,9.27,True,False
5519,ok,100.014,14.11,10.53,80.56,OH,Living room,3.12,3.86,12.06,True,False
5519,ok,100.014,14.11,10.53,80.56,ET,Entrance hall,5.53,3.42,9.9,False,False
5519,ok,100.014,14.11,10.53,80.56,WC,Toilet,2.22,1.89,4.19,True,False
5519,ok,100.014,14.11,10.53,80.56,VH,Walk-in closet,1.89,1.24,2.34,True,False
5519,ok,100.014,14.11,10.53,80.56,TK,Utility,1.14,0.89,1.01,True,False
5519,ok,100.014,14.11,10.53,80.56,MH,Bedroom,3.61,3.42,12.34,True,False
5519,ok,100.014,14.11,10.53,80.56,AULA,AULA,3.03,3.68,7.92,False,False
5519,ok,100.014,14.11,10.53,80.56,MH,Bedroom,2.25,3.68,8.27,True,False
5519,ok,100.014,14.11,10.53,80.56,UNDEFINED,UNDEFINED,3.86,1.22,4.7,True,False
5519,ok,100.014,14.11,10.53,80.56,KPH,Bathroom,1.7,3.62,6.14,True,False
5519,ok,100.014,14.11,10.53,80.56,UNDEFINED,UNDEFINED,1.64,1.48,2.42,True,False
5540,ok,100.024,10.35,6.83,49.86,KEITTIÖ,KEITTIÖ,3.19,2.78,8.57,False,False
5540,ok,100.024,10.35,6.83,49.86,ULKOTILA,Outdoor,1.56,3.54,5.52,True,True
5540,ok,100.024,10.35,6.83,49.86,UNDEFINED,UNDEFINED,5.74,2.14,10.01,False,False
5540,ok,100.024,10.35,6.83,49.86,OH,Living room,5.24,3.54,18.52,True,False
5540,ok,100.024,10.35,6.83,49.86,MH,Bedroom,2.84,3.46,9.82,True,False
5540,ok,100.024,10.35,6.83,49.86,UNDEFINED,UNDEFINED,1.57,1.86,2.92,True,False
5569,estimated,100.0,15.58,12.51,93.95,OH,Living room,3.22,6.13,19.76,True,False
5569,estimated,100.0,15.58,12.51,93.95,ET,Entrance hall,6.85,2.07,13.79,False,False
5569,estimated,100.0,15.58,12.51,93.95,WC,Toilet,1.48,2.07,3.07,True,False
5569,estimated,100.0,15.58,12.51,93.95,PARVEKE,Balcony,2.85,2.55,7.15,True,True
5569,estimated,100.0,15.58,12.51,93.95,WC,Toilet,1.18,1.32,1.55,True,False
5569,estimated,100.0,15.58,12.51,93.95,K,Kitchen,2.55,5.99,15.11,True,False
5569,estimated,100.0,15.58,12.51,93.95,MH,Bedroom,4.09,3.22,12.45,False,False
5569,estimated,100.0,15.58,12.51,93.95,MH,Bedroom,3.06,3.6,11.02,True,False
5569,estimated,100.0,15.58,12.51,93.95,MH,Bedroom,2.42,3.9,9.43,True,False
5569,estimated,100.0,15.58,12.51,93.95,KPH,Bathroom,1.53,2.01,3.08,True,False
5569,estimated,100.0,15.58,12.51,93.95,UNDEFINED,UNDEFINED,1.38,1.64,2.25,True,False
5569,estimated,100.0,15.58,12.51,93.95,UNDEFINED,UNDEFINED,1.18,1.39,1.64,True,False
5569,estimated,100.0,15.58,12.51,93.95,UNDEFINED,UNDEFINED,1.38,0.24,0.33,True,False
